date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:22	35529/35529	---M--	200	added ('OK')	image/jpeg	etag:W/%228ac9-16bfd6d27e3%22	http://ghost.estudiopatagon.com/rein/content/images/size/w600h450/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/size/w600h450/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/syntax-highlight-code-example/)
15:51:24	73566/73566	---M--	200	added ('OK')	image/jpeg	etag:W/%2211f5e-16bfd6c9a74%22	http://ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/benjamin-suter-1589898-unsplash-2.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/benjamin-suter-1589898-unsplash-2.jpg	(from http://ghost.estudiopatagon.com/rein/syntax-highlight-code-example/)
15:51:47	152329/152329	---M--	200	added ('OK')	image/jpeg	etag:W/%2225309-16bfd60069d%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/sandro-katalina-k1bO_VTiZSs-unsplash-3.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/sandro-katalina-k1bO_VTiZSs-unsplash-3.jpg	(from http://ghost.estudiopatagon.com/rein/classic/)
15:51:48	179843/179843	---M--	200	added ('OK')	image/jpeg	etag:W/%222be83-16bfdc75051%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1530021232320-687d8e3dba54.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1530021232320-687d8e3dba54.jpg	(from http://ghost.estudiopatagon.com/rein/classic/amp/)
15:51:49	1036/1036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2240c-16e0fa1434e%22	http://ghost.estudiopatagon.com/rein/assets/images/left-arrow.svg?v=e1d678e3e0	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/assets/images/left-arrowfefa.svg	(from http://ghost.estudiopatagon.com/rein/classic/)
15:51:49	16597/16597	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2240d5-4YItSxnfwpnYBVcShTeNsKPAfEk%22	http://ghost.estudiopatagon.com/rein/rein/classic/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/rein/classic/index.html	(from http://ghost.estudiopatagon.com/rein/classic/)
15:51:50	120/120	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%202021%2010:21:53%20GMT	http://ghost.estudiopatagon.com/rein/ghost/settings/code-injection/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/settings/code-injection/index.html	(from http://ghost.estudiopatagon.com/rein/fullwidth/amp/)
15:51:53	679187/679187	---M--	200	added ('OK')	image/gif	etag:%22609025ba-a5d13%22	https://static.ghost.org/v2.0.0/images/using-images-demo.gif	E:/Omkar/Projects/Creative/Rein/static.ghost.org/v2.0.0/images/using-images-demo.gif	(from http://ghost.estudiopatagon.com/rein/the-editor/)
15:52:10	126183/126183	---M--	200	added ('OK')	image/jpeg	etag:W/%221ece7-16bfd648248%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/dan-gold-CCKcwh7s9A4-unsplash-1.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/dan-gold-CCKcwh7s9A4-unsplash-1.jpg	(from http://ghost.estudiopatagon.com/rein/fullwidth/)
15:52:12	16597/16597	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2240d5-4YItSxnfwpnYBVcShTeNsKPAfEk%22	http://ghost.estudiopatagon.com/rein/rein/fullwidth/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/rein/fullwidth/index.html	(from http://ghost.estudiopatagon.com/rein/fullwidth/)
15:52:12	276843/276843	---M--	200	added ('OK')	text/javascript	etag:%229c0eff3921448e6c%22	https://cdn.ampproject.org/v0.js	E:/Omkar/Projects/Creative/Rein/cdn.ampproject.org/v0.js	(from http://ghost.estudiopatagon.com/rein/classic/amp/)
15:52:14	34878/34878	---MCZ	200	added ('OK')	text/html	etag:W/%22883e-AHu+oq9zvycCzPos7jI1P2Be378%22	http://ghost.estudiopatagon.com/rein/tag/getting-started/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/tag/getting-started/index.html	(from http://ghost.estudiopatagon.com/rein/)
15:52:20	32488/32488	---M--	200	added ('OK')	image/jpeg	etag:W/%227ee8-16bfd0a1c81%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/tony-reid-PGdMhonLLZk-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/tony-reid-PGdMhonLLZk-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/style-guide/)
15:52:21	51122/51122	---M--	200	added ('OK')	image/jpeg	etag:W/%22c7b2-16bfd0a15f8%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/mika-novo-1283478-unsplash-1.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/mika-novo-1283478-unsplash-1.jpg	(from http://ghost.estudiopatagon.com/rein/style-guide/)
15:52:23	4516/4516	---M--	200	added ('OK')	text/javascript	etag:%22e7292ca0b82d8274%22	https://cdn.ampproject.org/v0/amp-anim-0.1.js	E:/Omkar/Projects/Creative/Rein/cdn.ampproject.org/v0/amp-anim-0.1.js	(from http://ghost.estudiopatagon.com/rein/the-editor/amp/)
15:52:26	16597/16597	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2240d5-4YItSxnfwpnYBVcShTeNsKPAfEk%22	http://ghost.estudiopatagon.com/rein/publishing-options/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/publishing-options/index.html	(from http://ghost.estudiopatagon.com/rein/the-editor/amp/)
15:52:28	47759/47759	---M--	200	added ('OK')	image/jpeg	etag:W/%22ba8f-16bfe554290%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1531756346973-7b893b8dbbdd-1.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1531756346973-7b893b8dbbdd-1.jpg	(from http://ghost.estudiopatagon.com/rein/tag/technology/)
15:52:31	15555/15555	---M--	200	added ('OK')	image/jpeg	etag:W/%223cc3-16c29d9379f%22	http://ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/tony-reid-PGdMhonLLZk-unsplash-2.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/tony-reid-PGdMhonLLZk-unsplash-2.jpg	(from http://ghost.estudiopatagon.com/rein/admin-settings/)
15:52:32	18744/18744	---MCZ	200	added ('OK')	text/html	etag:W/%224938-lAtKpySd34yc3PYYp0Bm9FrkKlk%22	http://ghost.estudiopatagon.com/rein/admin-settings/amp/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/admin-settings/amp/index.html	(from http://ghost.estudiopatagon.com/rein/admin-settings/)
15:52:35	14120/14120	---M--	200	added ('OK')	image/png	etag:%22609025ba-3728%22	https://static.ghost.org/v1.0.0/images/private.png	E:/Omkar/Projects/Creative/Rein/static.ghost.org/v1.0.0/images/private.png	(from http://ghost.estudiopatagon.com/rein/admin-settings/)
15:52:37	16597/16597	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2240d5-4YItSxnfwpnYBVcShTeNsKPAfEk%22	http://ghost.estudiopatagon.com/rein/rein/admin-settings/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/rein/admin-settings/index.html	(from http://ghost.estudiopatagon.com/rein/admin-settings/)
15:52:40	8593/8593	---M--	200	added ('OK')	image/jpeg	etag:W/%222191-16bfe558bba%22	http://ghost.estudiopatagon.com/rein/content/images/size/w160h160/2019/07/austin-distel-M1aegHe2j6g-unsplash-1.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/size/w160h160/2019/07/austin-distel-M1aegHe2j6g-unsplash-1.jpg	(from http://ghost.estudiopatagon.com/rein/)
15:52:40	355544/355544	---M--	200	added ('OK')	image/jpeg	etag:W/%2256cd8-16bfdc87bf7%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/austin-distel-M1aegHe2j6g-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/austin-distel-M1aegHe2j6g-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/fullwidth/amp/)
15:52:46	359620/359620	---M--	200	added ('OK')	image/jpeg	etag:W/%2257cc4-16bfd5e2c65%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/christian-buehner-JQFHdpOKz2k-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/christian-buehner-JQFHdpOKz2k-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/fullwidth/)
15:52:48	41084/41084	---M--	200	added ('OK')	image/jpeg	etag:W/%22a07c-16c2a25d7a7%22	http://ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/size/w760h400/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/themes/)
15:52:50	3442/3442	---MCZ	200	added ('OK')	text/html	etag:W/%22d72-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/index.html	(from http://ghost.estudiopatagon.com/rein/ghost/settings/code-injection/)
15:53:15	320106/320106	---M--	200	added ('OK')	image/jpeg	etag:W/%224e26a-16be84b244f%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/benjamin-suter-1589898-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/benjamin-suter-1589898-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/tag/places/)
15:53:22	261706/261706	---M--	200	added ('OK')	image/jpeg	etag:W/%223fe4a-16bfd6a8248%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/dollar-gill-VW1xJfuOj2g-unsplash.jpg	(from http://ghost.estudiopatagon.com/rein/themes/amp/)
15:53:24	47759/47759	---M--	200	added ('OK')	image/jpeg	etag:W/%22ba8f-16bfdca4717%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1531756346973-7b893b8dbbdd.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1531756346973-7b893b8dbbdd.jpg	(from http://ghost.estudiopatagon.com/rein/apps-integrations/amp/)
15:53:29	32488/32488	---M--	200	added ('OK')	image/jpeg	etag:W/%227ee8-16bfd68e564%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/tony-reid-PGdMhonLLZk-unsplash-2.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/tony-reid-PGdMhonLLZk-unsplash-2.jpg	(from http://ghost.estudiopatagon.com/rein/admin-settings/amp/)
15:53:30	106/106	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%202021%2010:23:33%20GMT	http://ghost.estudiopatagon.com/rein/ghost/settings/general/	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/settings/general/index.html	(from http://ghost.estudiopatagon.com/rein/admin-settings/amp/)
15:53:31	55592/55592	---M--	200	added ('OK')	image/jpeg	etag:W/%22d928-16bfdc7de8e%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1494500764479-0c8f2919a3d8.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/photo-1494500764479-0c8f2919a3d8.jpg	(from http://ghost.estudiopatagon.com/rein/the-editor/amp/)
15:53:34	320106/320106	---M--	200	added ('OK')	image/jpeg	etag:W/%224e26a-16bfd6c6c6d%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/benjamin-suter-1589898-unsplash-2.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/benjamin-suter-1589898-unsplash-2.jpg	(from http://ghost.estudiopatagon.com/rein/syntax-highlight-code-example/amp/)
15:53:34	1004/1004	---M--	200	added ('OK')	image/x-icon	etag:W/%223ec-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/favicon.ico	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/favicon.ico	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:35	622/622	---M--	200	added ('OK')	image/png	etag:W/%2226e-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/touch-icon-iphone-d2790931c3477664981061ed9fa5242e.png	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/touch-icon-iphone-d2790931c3477664981061ed9fa5242e.png	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:35	470/470	---M--	200	added ('OK')	image/png	etag:W/%221d6-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/touch-icon-ipad-3117c0fa950d0fc43c95becef61f4167.png	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/touch-icon-ipad-3117c0fa950d0fc43c95becef61f4167.png	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:35	409/409	---M--	200	added ('OK')	image/png	etag:W/%22199-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/small-42ff134f320b8b5a6eca3781c4e4b2db.png	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/small-42ff134f320b8b5a6eca3781c4e4b2db.png	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:36	126/126	---M--	200	added ('OK')	image/png	etag:W/%227e-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/medium-7359075af28d69523987ff4c0e2067c5.png	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/medium-7359075af28d69523987ff4c0e2067c5.png	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:36	1678/1678	---M--	200	added ('OK')	image/png	etag:W/%2268e-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/img/large-bf46e150380a4979a7389b45f5bb479d.png	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/img/large-bf46e150380a4979a7389b45f5bb479d.png	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:37	355544/355544	---M--	200	added ('OK')	image/jpeg	etag:W/%2256cd8-16bfe55869f%22	http://ghost.estudiopatagon.com/rein/content/images/2019/07/austin-distel-M1aegHe2j6g-unsplash-1.jpg	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/content/images/2019/07/austin-distel-M1aegHe2j6g-unsplash-1.jpg	(from http://ghost.estudiopatagon.com/rein/tag/getting-started/)
15:53:37	21769/21769	---MCZ	200	added ('OK')	text/css	etag:W/%225509-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/vendor.min-e80c50b3effa149734ab96b786349748.css	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/vendor.min-e80c50b3effa149734ab96b786349748.css	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:40	306597/306597	---MCZ	200	added ('OK')	text/css	etag:W/%224ada5-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/ghost.min-d24e772266b23f964e2da9f4e77f1445.css	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/ghost.min-d24e772266b23f964e2da9f4e77f1445.css	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:53:50	880746/880746	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d706a-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/ghost.min-6ce7cf8abc121e4a185cb678da71152c.js	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/ghost.min-6ce7cf8abc121e4a185cb678da71152c.js	(from http://ghost.estudiopatagon.com/rein/ghost/)
15:54:14	2811177/2811177	---MCZ	200	added ('OK')	application/javascript	etag:W/%222ae529-7438674ba0%22	http://ghost.estudiopatagon.com/rein/ghost/assets/vendor.min-d6e2acf5e78bc4970b516fdc78add548.js	E:/Omkar/Projects/Creative/Rein/ghost.estudiopatagon.com/rein/ghost/assets/vendor.min-d6e2acf5e78bc4970b516fdc78add548.js	(from http://ghost.estudiopatagon.com/rein/ghost/)
